station_name,measurement_timestamp,air_temperature_c,wet_bulb_temperature_c,relative_humidity_pct,rain_intensity_mm_per_hour,interval_rain_mm,total_rain_mm,precipitation_type_code,wind_direction_deg,wind_speed_mps,maximum_wind_speed_mps,barometric_pressure_hpa,solar_radiation_w_m2,battery_voltage_v
Foster Weather Station,2022-01-05 10:00:00,-9.39,,63,,0.0,,,0,3.3,0.0,981.0,159,15.2
Oak Street Weather Station,2022-01-05 10:00:00,-8.1,-9.5,65,0.0,0.0,55.4,0.0,330,1.5,8.6,983.0,157,11.9
Foster Weather Station,2022-01-05 11:00:00,-10.28,,61,,0.0,,,0,3.3,0.0,982.4,339,15.2
Oak Street Weather Station,2022-01-05 11:00:00,-8.8,-10.3,60,0.0,0.0,55.4,0.0,312,2.9,6.7,984.0,242,12.0
Foster Weather Station,2022-01-05 12:00:00,-11.28,,60,,0.0,,,0,3.3,0.0,982.4,217,14.8
Oak Street Weather Station,2022-01-05 12:00:00,-9.4,-10.9,60,0.0,0.0,55.4,0.0,290,3.4,7.2,984.3,115,11.9
Foster Weather Station,2022-01-05 13:00:00,-11.56,,58,,0.0,,,0,3.3,0.0,983.4,306,14.8
Oak Street Weather Station,2022-01-05 13:00:00,-9.5,-10.9,60,0.0,0.0,55.4,0.0,302,3.3,10.9,984.6,159,11.9
Foster Weather Station,2022-01-05 14:00:00,-11.39,,57,,0.0,,,0,3.3,0.0,983.7,178,15.2
Oak Street Weather Station,2022-01-05 14:00:00,-9.8,-11.0,65,0.0,0.0,55.4,0.0,294,2.5,5.4,985.5,112,11.8
Foster Weather Station,2022-01-05 15:00:00,-11.28,,58,,0.0,,,0,3.3,0.0,984.1,163,15.2
Oak Street Weather Station,2022-01-05 15:00:00,-9.8,-11.1,62,0.0,0.0,55.4,0.0,265,2.8,7.5,986.4,75,11.9
Foster Weather Station,2022-01-05 16:00:00,-11.28,,59,,0.0,,,0,3.3,0.0,985.8,38,14.8
Oak Street Weather Station,2022-01-05 16:00:00,-9.8,-11.1,62,0.0,0.0,55.4,0.0,305,2.6,7.1,987.5,31,11.9
Foster Weather Station,2022-01-05 17:00:00,-11.39,,61,,0.0,,,0,3.3,0.0,986.8,3,14.8
Oak Street Weather Station,2022-01-05 17:00:00,-9.7,-10.9,65,0.0,0.0,55.4,0.0,300,2.7,7.2,988.6,4,11.9
Foster Weather Station,2022-01-05 18:00:00,-11.5,,60,,0.0,,,0,3.3,0.0,987.8,1,15.2
Oak Street Weather Station,2022-01-05 18:00:00,-9.9,-11.2,62,0.0,0.0,55.4,0.0,305,2.1,5.3,989.5,5,11.9
Foster Weather Station,2022-01-05 19:00:00,-11.39,,60,,0.0,,,0,3.3,0.0,988.5,2,15.2
Oak Street Weather Station,2022-01-05 19:00:00,-10.0,-11.2,64,0.0,0.0,55.4,0.0,290,2.2,5.4,989.9,4,11.9
Foster Weather Station,2022-01-05 20:00:00,-11.39,,61,,0.0,,,0,3.3,0.0,989.2,0,15.2
Oak Street Weather Station,2022-01-05 20:00:00,-9.7,-10.9,64,0.0,0.0,55.4,0.0,317,2.6,7.5,990.7,4,12.0
Foster Weather Station,2022-01-05 21:00:00,-11.06,,60,,0.0,,,0,3.3,0.0,990.2,2,14.8
Oak Street Weather Station,2022-01-05 21:00:00,-9.7,-10.9,65,0.0,0.0,55.4,0.0,284,3.3,7.0,991.8,4,11.9
Foster Weather Station,2022-01-05 22:00:00,-11.06,,61,,0.0,,,0,3.3,0.0,991.2,2,15.2
Oak Street Weather Station,2022-01-05 22:00:00,-9.5,-10.7,65,0.6,0.0,55.4,70.0,298,3.1,5.8,992.7,4,11.9
Foster Weather Station,2022-01-05 23:00:00,-11.39,,68,,0.0,,,0,3.3,0.0,991.9,1,15.2
Oak Street Weather Station,2022-01-05 23:00:00,-9.8,-10.7,72,0.0,0.1,55.5,0.0,300,2.8,8.3,993.3,4,12.0
Foster Weather Station,2022-01-06 00:00:00,-11.39,,66,,0.0,,,0,3.3,0.0,992.2,2,14.8
Oak Street Weather Station,2022-01-06 00:00:00,-9.9,-10.9,69,0.0,0.0,55.5,0.0,321,2.0,4.8,993.7,4,11.9
Foster Weather Station,2022-01-06 01:00:00,-11.5,,66,,0.0,,,0,3.3,0.0,992.9,1,15.2
Oak Street Weather Station,2022-01-06 01:00:00,-10.1,-11.1,69,0.0,0.0,55.5,0.0,308,1.7,5.0,994.4,4,11.8
Foster Weather Station,2022-01-06 02:00:00,-11.89,,66,,0.0,,,0,3.3,0.0,992.9,1,15.2
Oak Street Weather Station,2022-01-06 02:00:00,-10.6,-11.6,69,0.0,0.0,55.5,0.0,281,1.3,4.7,994.4,4,12.0
Foster Weather Station,2022-01-06 03:00:00,-12.56,,67,,0.0,,,0,3.3,0.0,993.9,1,15.2
Oak Street Weather Station,2022-01-06 03:00:00,-10.9,-11.9,70,0.0,0.0,55.5,0.0,300,2.7,6.4,995.4,4,11.9
Foster Weather Station,2022-01-06 04:00:00,-13.17,,67,,0.0,,,0,3.3,0.0,993.9,3,14.8
Oak Street Weather Station,2022-01-06 04:00:00,-11.3,-12.3,70,0.0,0.0,55.5,0.0,302,1.9,6.0,995.5,4,12.0
Foster Weather Station,2022-01-06 05:00:00,-13.5,,67,,0.0,,,0,3.3,0.0,993.9,2,14.8
Oak Street Weather Station,2022-01-06 05:00:00,-11.8,-12.7,69,0.0,0.0,55.5,0.0,275,1.5,4.7,995.6,4,11.9
Foster Weather Station,2022-01-06 06:00:00,-13.56,,68,,0.0,,,0,3.3,0.0,994.2,2,14.8
Oak Street Weather Station,2022-01-06 06:00:00,-11.9,-12.8,70,0.0,0.0,55.5,0.0,260,2.6,4.9,996.1,4,11.9
Foster Weather Station,2022-01-06 07:00:00,-13.67,,68,,0.0,,,0,3.3,0.0,994.2,2,14.8
Oak Street Weather Station,2022-01-06 07:00:00,-12.0,-12.9,70,0.0,0.0,55.5,0.0,277,2.5,5.6,996.1,5,11.9
Foster Weather Station,2022-01-06 08:00:00,-13.56,,67,,0.0,,,0,3.3,0.0,994.9,50,14.8
Oak Street Weather Station,2022-01-06 08:00:00,-12.1,-13.0,70,0.0,0.0,55.5,0.0,280,3.5,7.4,996.8,25,11.8
Foster Weather Station,2022-01-06 09:00:00,-13.28,,65,,0.0,,,0,3.3,0.0,995.3,190,14.8
Oak Street Weather Station,2022-01-06 09:00:00,-11.7,-12.6,69,0.0,0.0,55.5,0.0,305,2.0,3.7,996.9,35,11.8
Foster Weather Station,2022-01-06 10:00:00,-12.17,,61,,0.0,,,0,3.3,0.0,995.3,300,15.2
Oak Street Weather Station,2022-01-06 10:00:00,-10.2,-11.4,65,0.0,0.0,55.5,0.0,0,1.5,3.6,996.9,286,12.0
Foster Weather Station,2022-01-06 11:00:00,-10.56,,59,,0.0,,,0,3.3,0.0,994.6,377,14.8
Oak Street Weather Station,2022-01-06 11:00:00,-9.2,-10.6,62,0.0,0.0,55.5,0.0,279,1.3,5.1,996.3,226,11.8
Foster Weather Station,2022-01-06 12:00:00,-10.28,,57,,0.0,,,0,3.3,0.0,993.9,405,15.2
Oak Street Weather Station,2022-01-06 12:00:00,-9.2,-10.5,61,0.0,0.0,55.5,0.0,298,1.6,4.8,995.3,38,11.9
Foster Weather Station,2022-01-06 13:00:00,-10.17,,57,,0.0,,,0,3.3,0.0,993.9,356,15.2
Oak Street Weather Station,2022-01-06 13:00:00,-8.6,-10.0,61,0.0,0.0,55.5,0.0,343,2.5,4.6,995.4,47,11.8
Foster Weather Station,2022-01-06 14:00:00,-9.5,,56,,0.0,,,0,3.3,0.0,993.9,317,14.8
Oak Street Weather Station,2022-01-06 14:00:00,-8.4,-9.9,60,0.0,0.0,55.5,0.0,267,1.2,3.2,995.4,64,12.0
Foster Weather Station,2022-01-06 15:00:00,-9.56,,56,,0.0,,,0,3.3,0.0,994.2,159,14.8
Oak Street Weather Station,2022-01-06 15:00:00,-8.3,-9.7,62,0.0,0.0,55.5,0.0,334,1.6,2.4,995.7,53,11.6
Foster Weather Station,2022-01-06 16:00:00,-10.28,,60,,0.0,,,0,3.3,0.0,994.6,29,15.2
Oak Street Weather Station,2022-01-06 16:00:00,-8.5,-9.9,62,0.0,0.0,55.5,0.0,343,2.1,3.9,995.8,18,12.0
Foster Weather Station,2022-01-06 17:00:00,-10.89,,62,,0.0,,,0,3.3,0.0,994.9,1,15.2
Oak Street Weather Station,2022-01-06 17:00:00,-9.2,-10.5,64,0.0,0.0,55.5,0.0,233,1.0,2.6,996.4,4,11.5
Foster Weather Station,2022-01-06 18:00:00,-11.17,,61,,0.0,,,0,3.3,0.0,995.3,2,14.8
Oak Street Weather Station,2022-01-06 18:00:00,-9.4,-10.6,66,0.0,0.0,55.5,0.0,344,1.8,3.1,996.8,4,11.9
Foster Weather Station,2022-01-06 19:00:00,-11.67,,62,,0.0,,,0,3.3,0.0,995.9,2,14.8
Oak Street Weather Station,2022-01-06 19:00:00,-10.0,-11.1,66,0.0,0.0,55.5,0.0,324,1.6,4.8,997.4,4,11.9
Foster Weather Station,2022-01-06 20:00:00,-12.78,,62,,0.0,,,0,3.3,0.0,995.9,2,14.8
Oak Street Weather Station,2022-01-06 20:00:00,-11.1,-12.2,65,0.0,0.0,55.5,0.0,291,1.7,6.3,997.8,4,11.7
Foster Weather Station,2022-01-06 21:00:00,-13.67,,63,,0.0,,,0,3.3,0.0,995.9,2,15.2
Oak Street Weather Station,2022-01-06 21:00:00,-12.0,-13.0,65,0.0,0.0,55.5,0.0,280,2.1,4.8,997.6,5,11.9
Foster Weather Station,2022-01-06 22:00:00,-14.28,,62,,0.0,,,0,3.3,0.0,996.3,2,14.9
Oak Street Weather Station,2022-01-06 22:00:00,-12.3,-13.3,64,0.0,0.0,55.5,0.0,286,2.2,7.1,998.1,4,11.7
Foster Weather Station,2022-01-06 23:00:00,-14.78,,62,,0.0,,,0,3.3,0.0,997.0,2,14.8
Oak Street Weather Station,2022-01-06 23:00:00,-12.8,-13.8,64,0.0,0.0,55.5,0.0,316,1.8,4.4,998.8,4,12.0
Foster Weather Station,2022-01-07 00:00:00,-15.17,,62,,0.0,,,0,3.3,0.0,997.0,1,15.2
Oak Street Weather Station,2022-01-07 00:00:00,-13.2,-14.2,63,0.0,0.0,55.5,0.0,287,1.9,4.9,998.9,4,11.9
Foster Weather Station,2022-01-07 01:00:00,-15.56,,62,,0.0,,,0,3.3,0.0,997.6,1,14.9
Oak Street Weather Station,2022-01-07 01:00:00,-13.6,-14.5,65,0.0,0.0,55.5,0.0,270,2.6,8.4,999.5,4,11.9
Foster Weather Station,2022-01-07 02:00:00,-16.0,,63,,0.0,,,0,3.3,0.0,998.3,2,14.9
Oak Street Weather Station,2022-01-07 02:00:00,-14.0,-14.9,65,0.0,0.0,55.5,0.0,326,2.2,6.0,1000.1,4,11.9
Foster Weather Station,2022-01-07 03:00:00,-16.5,,63,,0.0,,,0,3.3,0.0,998.6,2,14.9
Oak Street Weather Station,2022-01-07 03:00:00,-14.6,-15.5,66,0.0,0.0,55.5,0.0,277,2.4,5.0,1000.7,4,11.9
Foster Weather Station,2022-01-07 04:00:00,-16.78,,64,,0.0,,,0,3.3,0.0,998.6,1,15.2
Oak Street Weather Station,2022-01-07 04:00:00,-14.8,-15.7,66,0.0,0.0,55.5,0.0,270,3.6,7.8,1000.8,4,12.0
Foster Weather Station,2022-01-07 05:00:00,-17.06,,63,,0.0,,,0,3.3,0.0,1000.0,1,14.9
Oak Street Weather Station,2022-01-07 05:00:00,-15.4,-16.2,66,0.0,0.0,55.5,0.0,266,3.9,7.5,1001.6,4,11.9
Foster Weather Station,2022-01-07 06:00:00,-17.89,,65,,0.0,,,0,3.3,0.0,1000.3,2,14.8
Oak Street Weather Station,2022-01-07 06:00:00,-15.7,-16.5,66,0.0,0.0,55.5,0.0,273,3.6,8.9,1002.1,4,11.9
Foster Weather Station,2022-01-07 07:00:00,-17.78,,64,,0.0,,,0,3.3,0.0,1000.7,2,14.9
Oak Street Weather Station,2022-01-07 07:00:00,-15.7,-16.4,66,0.0,0.0,55.5,0.0,259,3.3,5.9,1002.9,5,11.9
Foster Weather Station,2022-01-07 08:00:00,-17.56,,64,,0.0,,,0,3.3,0.0,1001.4,56,14.9
Oak Street Weather Station,2022-01-07 08:00:00,-15.7,-16.5,66,0.0,0.0,55.5,0.0,273,3.4,7.3,1003.4,23,11.9
Foster Weather Station,2022-01-07 09:00:00,-16.56,,61,,0.0,,,0,3.3,0.0,1002.0,198,14.8
Oak Street Weather Station,2022-01-07 09:00:00,-15.1,-16.0,65,0.0,0.0,55.5,0.0,267,5.5,9.2,1004.0,33,12.0
Foster Weather Station,2022-01-07 10:00:00,-15.0,,56,,0.0,,,0,3.3,0.0,1002.4,310,14.8
Oak Street Weather Station,2022-01-07 10:00:00,-13.0,-14.1,61,0.0,0.0,55.5,0.0,277,2.8,7.8,1004.5,297,11.9
Foster Weather Station,2022-01-07 11:00:00,-12.78,,52,,0.0,,,0,3.3,0.0,1003.0,386,14.8
Oak Street Weather Station,2022-01-07 11:00:00,-11.4,-12.7,57,0.0,0.0,55.5,0.0,268,2.2,4.0,1004.6,257,11.9
Foster Weather Station,2022-01-07 12:00:00,-11.56,,49,,0.0,,,0,3.3,0.0,1002.7,415,15.2
Oak Street Weather Station,2022-01-07 12:00:00,-10.4,-11.9,55,0.0,0.0,55.5,0.0,268,2.6,7.3,1004.5,29,11.8
Foster Weather Station,2022-01-07 13:00:00,-9.56,,46,,0.0,,,0,3.3,0.0,1003.0,399,15.2
Oak Street Weather Station,2022-01-07 13:00:00,-9.0,-10.7,52,0.0,0.0,55.5,0.0,324,1.6,3.1,1004.6,30,11.9
Foster Weather Station,2022-01-07 14:00:00,-9.06,,45,,0.0,,,0,3.3,0.0,1003.4,326,15.2
Oak Street Weather Station,2022-01-07 14:00:00,-8.4,-10.2,51,0.0,0.0,55.5,0.0,335,0.7,4.2,1004.9,28,11.9
Foster Weather Station,2022-01-07 15:00:00,-9.0,,45,,0.0,,,0,3.3,0.0,1004.1,230,14.8
Oak Street Weather Station,2022-01-07 15:00:00,-8.7,-10.5,52,0.0,0.0,55.5,0.0,276,2.4,4.1,1005.6,30,11.8
Foster Weather Station,2022-01-07 16:00:00,-10.5,,50,,0.0,,,0,3.3,0.0,1004.4,20,14.8
Oak Street Weather Station,2022-01-07 16:00:00,-9.5,-11.0,55,0.0,0.0,55.5,0.0,315,1.5,3.5,1006.1,13,11.9
Foster Weather Station,2022-01-07 17:00:00,-10.78,,51,,0.0,,,0,3.3,0.0,1004.4,3,14.8
Oak Street Weather Station,2022-01-07 17:00:00,-9.6,-11.0,57,0.0,0.0,55.5,0.0,278,2.1,4.1,1006.1,4,12.0
Foster Weather Station,2022-01-07 18:00:00,-10.78,,52,,0.0,,,0,3.3,0.0,1005.1,1,15.2
Oak Street Weather Station,2022-01-07 18:00:00,-9.6,-10.9,61,0.0,0.0,55.5,0.0,259,1.3,4.1,1006.7,4,11.9
Foster Weather Station,2022-01-07 19:00:00,-11.39,,57,,0.0,,,0,3.3,0.0,1005.1,1,15.3
Oak Street Weather Station,2022-01-07 19:00:00,-9.0,-10.5,60,0.0,0.0,55.5,0.0,352,1.5,2.5,1006.7,4,12.0
Foster Weather Station,2022-01-07 20:00:00,-10.89,,58,,0.0,,,0,3.3,0.0,1004.7,2,14.8
Oak Street Weather Station,2022-01-07 20:00:00,-9.1,-10.6,59,0.0,0.0,55.5,0.0,125,0.9,1.5,1006.2,4,11.9
Foster Weather Station,2022-01-07 21:00:00,-10.17,,60,,0.0,,,0,3.3,0.0,1003.7,2,14.8
Oak Street Weather Station,2022-01-07 21:00:00,-9.1,-10.6,58,0.0,0.0,55.5,0.0,121,2.3,5.0,1005.4,3,12.0
Foster Weather Station,2022-01-07 22:00:00,-9.67,,62,,0.0,,,0,3.3,0.0,1004.1,2,14.8
Oak Street Weather Station,2022-01-07 22:00:00,-8.6,-10.1,59,0.0,0.0,55.5,0.0,260,1.2,2.1,1005.4,3,11.9
Foster Weather Station,2022-01-07 23:00:00,-10.06,,60,,0.0,,,0,3.3,0.0,1004.1,2,14.8
Oak Street Weather Station,2022-01-07 23:00:00,-8.5,-9.9,63,0.0,0.0,55.5,0.0,254,2.3,5.6,1005.6,3,12.0
Foster Weather Station,2022-01-08 00:00:00,-9.78,,59,,0.0,,,0,3.3,0.0,1004.1,2,14.8
Oak Street Weather Station,2022-01-08 00:00:00,-8.1,-9.6,61,0.0,0.0,55.5,0.0,284,1.8,2.6,1005.5,3,12.0
Foster Weather Station,2022-01-08 01:00:00,-9.56,,59,,0.0,,,0,3.3,0.0,1003.4,3,14.8
Oak Street Weather Station,2022-01-08 01:00:00,-8.1,-9.5,63,0.0,0.0,55.5,0.0,102,1.5,3.5,1004.7,3,11.9
Foster Weather Station,2022-01-08 02:00:00,-9.0,,59,,0.0,,,0,3.3,0.0,1003.0,2,14.8
Oak Street Weather Station,2022-01-08 02:00:00,-7.8,-9.2,64,0.0,0.0,55.5,0.0,4,1.1,2.9,1004.5,3,11.9
Foster Weather Station,2022-01-08 03:00:00,-8.89,,58,,0.0,,,0,3.3,0.0,1002.4,2,15.3
Oak Street Weather Station,2022-01-08 03:00:00,-7.7,-9.1,63,0.0,0.0,55.5,0.0,54,1.2,2.4,1004.2,3,11.9
Foster Weather Station,2022-01-08 04:00:00,-8.89,,58,,0.0,,,0,3.3,0.0,1002.0,1,15.2
Oak Street Weather Station,2022-01-08 04:00:00,-7.3,-8.8,62,0.0,0.0,55.5,0.0,280,1.9,5.9,1003.5,3,11.7
Foster Weather Station,2022-01-08 05:00:00,-8.56,,57,,0.0,,,0,3.3,0.0,1001.0,1,15.2
Oak Street Weather Station,2022-01-08 05:00:00,-7.1,-8.7,61,0.0,0.0,55.5,0.0,67,2.1,4.0,1002.8,3,11.9
Foster Weather Station,2022-01-08 06:00:00,-8.5,,57,,0.0,,,0,3.3,0.0,1001.4,2,14.8
Oak Street Weather Station,2022-01-08 06:00:00,-7.1,-8.6,61,0.0,0.0,55.5,0.0,244,2.3,6.0,1003.0,3,11.9
Foster Weather Station,2022-01-08 07:00:00,-8.06,,52,,0.0,,,0,3.3,0.0,1000.0,2,15.2
Oak Street Weather Station,2022-01-08 07:00:00,-6.9,-8.5,60,0.0,0.0,55.5,0.0,114,2.3,4.1,1001.5,4,12.0
Foster Weather Station,2022-01-08 08:00:00,-7.67,,49,,0.0,,,0,3.3,0.0,999.3,51,15.2
Oak Street Weather Station,2022-01-08 08:00:00,-6.5,-8.3,56,0.0,0.0,55.5,0.0,118,1.2,3.5,1001.0,22,11.9
Foster Weather Station,2022-01-08 09:00:00,-6.56,,45,,0.0,,,0,3.3,0.0,998.6,185,14.8
Oak Street Weather Station,2022-01-08 09:00:00,-5.6,-7.7,53,0.0,0.0,55.5,0.0,342,1.4,2.8,1000.4,32,12.0
Foster Weather Station,2022-01-08 10:00:00,-5.5,,42,,0.0,,,0,3.3,0.0,998.3,96,14.8
Oak Street Weather Station,2022-01-08 10:00:00,-4.1,-6.6,47,0.0,0.0,55.5,0.0,58,2.1,3.6,999.9,86,11.9
Foster Weather Station,2022-01-08 11:00:00,-5.0,,45,,0.0,,,0,3.3,0.0,997.6,80,14.8
Oak Street Weather Station,2022-01-08 11:00:00,-3.5,-6.0,50,0.0,0.0,55.5,0.0,23,2.2,4.3,999.2,78,11.8
Foster Weather Station,2022-01-08 12:00:00,-4.0,,45,,0.0,,,0,3.3,0.0,995.6,129,15.2
Oak Street Weather Station,2022-01-08 12:00:00,-2.9,-5.3,52,0.0,0.0,55.5,0.0,108,2.7,4.6,996.9,90,12.0
Foster Weather Station,2022-01-08 13:00:00,-3.39,,48,,0.0,,,0,3.3,0.0,994.6,48,14.7
Oak Street Weather Station,2022-01-08 13:00:00,-2.1,-4.6,53,0.0,0.0,55.5,0.0,303,1.4,4.9,996.3,38,12.0
Foster Weather Station,2022-01-08 14:00:00,-2.78,,52,,0.0,,,0,3.3,0.0,993.9,32,14.8
Oak Street Weather Station,2022-01-08 14:00:00,-1.6,-3.9,56,0.0,0.0,55.5,0.0,359,1.2,4.5,995.2,42,11.9
Foster Weather Station,2022-01-08 15:00:00,-2.67,,68,,0.0,,,0,3.3,0.0,993.9,15,15.1
Oak Street Weather Station,2022-01-08 15:00:00,-1.5,-3.0,73,0.0,0.0,55.5,0.0,225,1.6,4.1,995.2,15,11.8
Foster Weather Station,2022-01-08 16:00:00,-2.89,,81,,0.0,,,0,3.3,0.0,993.6,8,14.8
Oak Street Weather Station,2022-01-08 16:00:00,-1.3,-2.2,84,0.0,0.0,55.5,0.0,254,2.9,5.5,994.7,6,11.9
Foster Weather Station,2022-01-08 17:00:00,-2.17,,81,,0.0,,,0,3.3,0.0,992.9,2,15.2
Oak Street Weather Station,2022-01-08 17:00:00,-1.1,-1.9,85,0.0,0.0,55.5,0.0,0,0.6,4.1,994.3,2,11.9
Foster Weather Station,2022-01-08 18:00:00,-1.56,,81,,0.0,,,0,3.3,0.0,992.9,2,15.2
Oak Street Weather Station,2022-01-08 18:00:00,-0.4,-1.2,85,0.0,0.0,55.5,0.0,277,1.1,1.9,994.2,1,11.8
Foster Weather Station,2022-01-08 19:00:00,-0.78,,82,,0.0,,,0,3.3,0.0,992.2,2,14.7
Oak Street Weather Station,2022-01-08 19:00:00,0.4,-0.5,85,0.0,0.0,55.5,0.0,70,0.9,1.5,993.8,1,12.0
Foster Weather Station,2022-01-08 20:00:00,-0.28,,82,,0.0,,,0,3.3,0.0,992.2,1,15.2
Oak Street Weather Station,2022-01-08 20:00:00,0.8,0.0,86,0.0,0.0,55.5,0.0,126,0.6,2.4,993.7,1,12.0
Foster Weather Station,2022-01-08 21:00:00,0.17,,82,,0.0,,,0,3.3,0.0,991.9,2,15.2
Oak Street Weather Station,2022-01-08 21:00:00,1.3,0.5,87,0.0,0.0,55.5,0.0,302,1.5,4.2,993.3,1,12.0
Foster Weather Station,2022-01-08 22:00:00,0.56,,83,,0.0,,,0,3.3,0.0,991.9,3,14.8
Oak Street Weather Station,2022-01-08 22:00:00,1.6,0.8,87,0.0,0.0,55.5,0.0,358,1.0,2.0,993.0,1,11.8
Foster Weather Station,2022-01-08 23:00:00,0.89,,83,,0.0,,,0,3.3,0.0,991.9,1,15.2
Oak Street Weather Station,2022-01-08 23:00:00,1.9,1.2,88,0.0,0.0,55.5,0.0,292,1.4,3.8,992.8,1,11.6
Foster Weather Station,2022-01-09 00:00:00,1.06,,84,,0.0,,,0,3.3,0.0,991.9,0,15.2
Oak Street Weather Station,2022-01-09 00:00:00,2.1,1.4,89,0.0,0.0,55.5,0.0,326,1.3,3.0,993.0,1,11.6
Foster Weather Station,2022-01-09 01:00:00,1.39,,83,,0.0,,,0,3.3,0.0,992.2,0,15.2
Oak Street Weather Station,2022-01-09 01:00:00,2.3,1.5,88,0.0,0.0,55.5,0.0,342,1.8,3.0,993.4,0,11.9
Foster Weather Station,2022-01-09 02:00:00,1.17,,80,,0.0,,,0,3.3,0.0,992.2,3,14.8
Oak Street Weather Station,2022-01-09 02:00:00,2.1,1.2,87,0.0,0.0,55.5,0.0,293,0.9,2.6,993.6,1,11.9
Foster Weather Station,2022-01-09 03:00:00,0.67,,77,,0.0,,,0,3.3,0.0,993.2,0,15.1
Oak Street Weather Station,2022-01-09 03:00:00,1.7,0.7,83,0.0,0.0,55.5,0.0,350,0.8,1.3,994.5,1,11.8
Foster Weather Station,2022-01-09 04:00:00,0.28,,73,,0.0,,,0,3.3,0.0,993.9,2,15.2
Oak Street Weather Station,2022-01-09 04:00:00,1.4,0.1,80,0.0,0.0,55.5,0.0,346,2.1,4.9,995.4,1,11.8
Foster Weather Station,2022-01-09 05:00:00,-0.06,,73,,0.0,,,0,3.3,0.0,994.9,2,15.2
Oak Street Weather Station,2022-01-09 05:00:00,0.8,-0.5,78,0.0,0.0,55.5,0.0,331,1.9,3.9,996.5,1,12.0
Foster Weather Station,2022-01-09 06:00:00,-0.28,,72,,0.0,,,0,3.3,0.0,996.3,2,15.2
Oak Street Weather Station,2022-01-09 06:00:00,0.6,-0.7,78,0.0,0.0,55.5,0.0,319,1.9,3.5,997.7,1,11.9
Foster Weather Station,2022-01-09 07:00:00,-0.89,,69,,0.0,,,0,3.3,0.0,997.6,2,15.2
Oak Street Weather Station,2022-01-09 07:00:00,0.3,-1.2,75,0.0,0.0,55.5,0.0,316,1.8,4.4,999.0,1,12.0
Foster Weather Station,2022-01-09 08:00:00,-1.17,,70,,0.0,,,0,3.3,0.0,998.6,29,14.8
Oak Street Weather Station,2022-01-09 08:00:00,-0.2,-1.6,76,0.0,0.0,55.5,0.0,307,1.0,3.2,999.8,19,11.9
Foster Weather Station,2022-01-09 09:00:00,-2.78,,55,,0.0,,,0,3.3,0.0,1000.7,199,14.8
Oak Street Weather Station,2022-01-09 09:00:00,-1.4,-3.5,60,0.0,0.0,55.5,0.0,335,3.8,8.7,1002.4,36,12.0
Foster Weather Station,2022-01-09 10:00:00,-3.78,,46,,0.0,,,0,3.3,0.0,1003.0,229,15.2
Oak Street Weather Station,2022-01-09 10:00:00,-2.2,-4.8,50,0.0,0.0,55.5,0.0,311,2.4,4.5,1004.6,238,12.0
Foster Weather Station,2022-01-09 11:00:00,-4.39,,41,,0.0,,,0,3.3,0.0,1004.1,395,15.2
Oak Street Weather Station,2022-01-09 11:00:00,-2.6,-5.4,46,0.0,0.0,55.5,0.0,330,2.5,5.1,1005.4,349,12.0
Foster Weather Station,2022-01-09 12:00:00,-6.28,,41,,0.0,,,0,3.3,0.0,1004.7,411,14.8
Oak Street Weather Station,2022-01-09 12:00:00,-4.4,-7.1,43,0.0,0.0,55.5,0.0,334,3.9,6.9,1005.9,43,12.0
Foster Weather Station,2022-01-09 13:00:00,-6.28,,41,,0.0,,,0,3.3,0.0,1005.1,412,14.8
Oak Street Weather Station,2022-01-09 13:00:00,-4.5,-6.8,50,0.0,0.0,55.5,0.0,336,1.7,4.1,1006.6,32,12.0
Foster Weather Station,2022-01-09 14:00:00,-6.56,,39,,0.0,,,0,3.3,0.0,1006.1,338,14.8
Oak Street Weather Station,2022-01-09 14:00:00,-4.7,-7.2,44,0.0,0.0,55.5,0.0,334,2.3,4.2,1007.4,26,12.0
Foster Weather Station,2022-01-09 15:00:00,-6.56,,40,,0.0,,,0,3.3,0.0,1006.8,229,14.8
Oak Street Weather Station,2022-01-09 15:00:00,-5.0,-7.6,42,0.0,0.0,55.5,0.0,339,2.6,4.5,1008.4,21,12.0
Foster Weather Station,2022-01-09 16:00:00,-7.39,,38,,0.0,,,0,3.3,0.0,1007.5,19,15.2
Oak Street Weather Station,2022-01-09 16:00:00,-5.6,-8.0,45,0.0,0.0,55.5,0.0,330,1.5,4.4,1009.0,15,11.9
Foster Weather Station,2022-01-09 17:00:00,-8.06,,39,,0.0,,,0,3.3,0.0,1008.5,2,15.2
Oak Street Weather Station,2022-01-09 17:00:00,-6.4,-8.7,44,0.0,0.0,55.5,0.0,333,1.5,3.2,1009.9,3,11.9
Foster Weather Station,2022-01-09 18:00:00,-9.39,,47,,0.0,,,0,3.3,0.0,1008.8,2,14.8
Oak Street Weather Station,2022-01-09 18:00:00,-7.6,-9.6,50,0.0,0.0,55.5,0.0,317,0.9,3.2,1010.3,3,12.0
Foster Weather Station,2022-01-09 19:00:00,-10.67,,47,,0.0,,,0,3.3,0.0,1009.5,1,15.2
Oak Street Weather Station,2022-01-09 19:00:00,-8.8,-10.5,53,0.0,0.0,55.5,0.0,279,1.8,4.1,1011.0,3,12.0
Foster Weather Station,2022-01-09 20:00:00,-11.17,,48,,0.0,,,0,3.3,0.0,1009.8,1,15.3
